Model number,Label,Number of vertices,Number of faces,Number of edges,Type of faces,Bounding box,Barycenter,Diagonal,Surface,Bounding box volume,Convex hull volume,Compactness,Diameter,Eccentricity,A3,D1,D2,D3,D4
1541,vehicle,974,2014,6042,triangles,"[[-0.4323729989, -0.2345496454, -0.1004488041], [0.5676270011, 0.2324992611, 0.1094473295]]","[-7.509610269383192e-12, -2.0655950843520616e-12, 1.226641868758419e-12]",1.1234727713492103,2.5226426236366097,0.09503510042992003,0.06507051685357217,33.52326439437433,1.009166458394157,42.78871996207535,"[0.39425102830197295, 0.503087427808788, 0.42314564764006546, 0.3242618392385934, 0.27385678105992095, 0.252346342219341, 0.22762539011897298, 0.20836231056024468, 0.16341512492321192, 0.13484155691109825, 0.12167845254596722, 0.09503119248972638, 0.06324711121782466, 0.02536305475232562]","[0.056918010389884345, 0.5019133643471619, 0.6484587612276109, 0.5643753367880091, 0.07632187756825401, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.19198392683984122, 0.46968855020790745, 0.51381695611297, 0.46334826200315704, 0.36875116198828156, 0.3030657761870677, 0.18564363863509084, 0.039309786869452294, 0.0005072230563800297, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.07043052057863428, 0.42575566944381615, 0.6345091944021105, 0.5395443183065947, 0.3278297504410905, 0.11209662434437286, 0.004864570490416181, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.19029504283149867, 0.7473374994986376, 0.6285907243049241, 0.10073462390028501, 0.0008338958932142799, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
1542,vehicle,919,1687,5061,triangles,"[[-0.4765297041, -0.2353245711, -0.1967337748], [0.5234702959, 0.2416568462, 0.1620349892]]","[9.56775356467344e-12, 1.1957674031095506e-12, 1.7442610543358468e-12]",1.1645712938552129,1.9690178828088254,0.16219571169687633,0.10770516415901832,5.8186676769728924,1.0496933643990911,15.747289194455316,"[0.3303980467137987, 0.4243850638857822, 0.46993508585991756, 0.3563808057272139, 0.3127554325688871, 0.2899804215818194, 0.2588652657262481, 0.21267369414684323, 0.1712937446069597, 0.14402788638300545, 0.10296871164575667, 0.07602362822443717, 0.046191571579404865, 0.011868667697485971]","[0.04909272331247794, 0.30200000189336607, 0.6043544638828511, 0.730542258101206, 0.08631103340497023, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.19964687219048105, 0.30385531710644276, 0.4271514474773083, 0.584495881632597, 0.3704042745032698, 0.37220986637062553, 0.2525249197344715, 0.06474336552947126, 0.0043850088207211604, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.060022292026005605, 0.3314764924293317, 0.5972894999730708, 0.5216975156546051, 0.40458635188957914, 0.3041731189889307, 0.037231872873274154, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.14114027186484246, 0.595841841971471, 0.6883650375464212, 0.3810222025510166, 0.07763657143967302, 0.0003768765603867622, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
1543,vehicle,1029,1671,5013,triangles,"[[-0.5295000462, -0.2366057765, -0.1203863042], [0.4704999538, 0.2180643954, 0.1583488467]]","[-6.368072107484445e-12, -6.974185321366783e-12, 8.077723082437812e-13]",1.1333217767089898,1.4345809332969965,0.12235884395022706,0.07872521298721269,4.212065356223079,1.0101660095594542,20.649665597581063,"[0.3509041871777325, 0.47569871020702686, 0.45189769292824394, 0.32356518084399527, 0.27435496944326837, 0.27274679260010737, 0.25698665953712946, 0.2183904153012652, 0.1701451100064349, 0.14634409272765195, 0.1389464792491113, 0.08137374826394712, 0.04277750402808288, 0.01222214400802368]","[0.0027067363406334845, 0.2943575770438914, 0.5640161849795023, 0.7690514627824887, 0.06157825174941177, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.21086426228067473, 0.39876833580237736, 0.4721353757448399, 0.52227831671271, 0.30191328666970196, 0.3449306518158221, 0.28449521243875764, 0.09870242064201795, 0.005014294096787008, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.07480210165891979, 0.355309982879869, 0.5619062636521237, 0.570143399846707, 0.41853556880586074, 0.227745684515104, 0.017810024204504712, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.16185187405375653, 0.6294445307880073, 0.6709260179596795, 0.35537041911803063, 0.034259263958747094, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
1544,vehicle,984,1900,5700,triangles,"[[-0.4544268274, -0.2337092983, -0.107844757], [0.5455731726, 0.2399915059, 0.1346014156]]","[2.5871997084405465e-12, 5.369107490765921e-12, -1.7999545411409946e-12]",1.1327720858619865,2.7655567032514923,0.11251049879405954,0.0761051615495712,32.289930063483794,1.0439513982914108,25.74393220894257,"[0.3501879766937247, 0.5154309421027418, 0.4610914284778535, 0.33906585402196393, 0.265342069454864, 0.24849999798048342, 0.2046470571603981, 0.19447825928907397, 0.15507416753769296, 0.1350543467285236, 0.12615664859111497, 0.0985102293784525, 0.06228388696186029, 0.021926470410042653]","[0.252334487592888, 0.49824379147392006, 0.727603379733505, 0.39057328866615226, 0.07827041976260878, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.17728121673168212, 0.49566869921331125, 0.5737682622599712, 0.47458660857494905, 0.3361156041547973, 0.21130004480722112, 0.10109820737941873, 0.024436059603556184, 0.0014374152707974225, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.07778723568058342, 0.4653091007074899, 0.715844613029369, 0.44793325065935957, 0.24508030358583813, 0.06546250483249098, 0.0030306715200227306, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.20452708256298124, 0.7770359528556039, 0.5868675062929625, 0.09984260846747982, 0.0013356870697990612, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
1545,vehicle,986,1835,5505,triangles,"[[-0.4671716085, -0.2187197997, -0.1074070135], [0.5328283915, 0.2240452061, 0.1651886048]]","[1.1714227513876956e-11, 6.642426703483708e-12, 3.9756270035727545e-13]",1.1270976982841518,2.1787168586281913,0.1155974795637285,0.07941825027134358,14.498042858772676,1.0351782413822317,21.17460464242004,"[0.35854369663324687, 0.5091384575069073, 0.44473516615455466, 0.3319493026917281, 0.2826054874267415, 0.2579335797942482, 0.21115307960796217, 0.18584034320579373, 0.16629506573070163, 0.14803144579495983, 0.12047580869892835, 0.10125094560867383, 0.061519561888814474, 0.024671907632493304]","[0.14656060536018717, 0.49353955454198756, 0.7556972570876744, 0.39576993176009573, 0.08500890426141458, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.16691057388145378, 0.4306195765110181, 0.6407134093327317, 0.42237108884827185, 0.33818799417259676, 0.24963805308723247, 0.1407094954233186, 0.036147784169093915, 0.0007278077349481996, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.07257892483348881, 0.4240244791680445, 0.6771307015451125, 0.521546020423183, 0.2833644783639873, 0.06419657013440982, 0.0016355814046983394, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.19073250378054613, 0.7247146578665156, 0.6422589996436983, 0.16095206772094822, 0.002754259982390558, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
1546,vehicle,1063,1651,4953,triangles,"[[-0.4676537544, -0.2729289698, -0.0875140886], [0.5323462456, 0.29736047, 0.1717994703]]","[-3.6293657309258725e-12, -1.8058560130571125e-12, -1.9744250497520913e-13]",1.1800311720360532,4.018382855863193,0.14305699491873358,0.11099038191754673,46.572641592327614,1.140431019887056,26.78098707141606,"[0.41243448868010596, 0.3581582399727949, 0.4290098700218596, 0.34385791097206625, 0.32858255953946974, 0.28568157253728377, 0.2873066099237302, 0.24473063039883355, 0.17387900034976886, 0.12480287127908643, 0.10822748993733276, 0.08222689175418976, 0.051351181411707435, 0.01982545611464654]","[0.02171189877504879, 0.16174523040947197, 0.6230810020560513, 0.7565502712701109, 0.11276722619598983, 0.00723729959168293, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.22998147605113028, 0.33269421334606675, 0.29044732911164556, 0.5333669134595673, 0.42194075629128147, 0.4171879818149091, 0.3313739982137411, 0.07498821951609759, 0.008449376846884234, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.08003549228393604, 0.3477648381540938, 0.6081753041988769, 0.4655751940528669, 0.3397376796359409, 0.39569169636541834, 0.11828254169395859, 0.0056662295422255605, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.17415720781640281, 0.6132536794320226, 0.6567455012313206, 0.3990232209621181, 0.055266900190374287, 0.0007596824768436329, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
1547,vehicle,929,1760,5280,triangles,"[[-0.5152385986, -0.2966916311, -0.1006177459], [0.4847614014, 0.2916401218, 0.1541322911]]","[7.634822667921439e-12, 8.184477850138753e-13, 4.159744450510945e-13]",1.1878686092417325,1.1178453702205182,0.1299626492002119,0.1012527800783587,1.2047000020125695,1.0750286331248993,25.125865354024942,"[0.3447352701872066, 0.43357461152396576, 0.42295251636413583, 0.37241709393706635, 0.3180190914518769, 0.305143824591477, 0.2578272188795075, 0.2253171700569978, 0.1619064807695284, 0.1335808936766487, 0.10525530658376897, 0.08465487960712917, 0.04023520893874961, 0.013197148531909871]","[0.037187519278139965, 0.1918537926394948, 0.5476707384598795, 0.8064620658000262, 0.10716766919245789, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.16708070897862157, 0.37506830060065766, 0.3785214790056212, 0.5031015306923836, 0.41066260108258973, 0.39259982173354957, 0.3168955259324253, 0.10864230520231515, 0.003718807513037682, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.04840180289082864, 0.30949229733077926, 0.5603439488515162, 0.5405643659393987, 0.41304423140010016, 0.33369319877619363, 0.1170485906446481, 0.004421318533296847, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.1294537732215349, 0.5545620573308693, 0.7065863010996747, 0.415968176201762, 0.058384770919798885, 0.00037306562888050405, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
1548,vehicle,986,1835,5505,triangles,"[[-0.4671716085, -0.2187197997, -0.1074070135], [0.5328283915, 0.2240452061, 0.1651886048]]","[1.1714227513876956e-11, 6.642426703483708e-12, 3.9756270035727545e-13]",1.1270976982841518,2.1787168586281913,0.1155974795637285,0.07941825027134358,14.498042858772676,1.0351782413822317,21.17460464242004,"[0.36919307678189023, 0.5077204617442459, 0.44437537577993547, 0.33464121171044814, 0.2786543933076485, 0.2537002685338292, 0.20891081381158952, 0.18107736694848342, 0.16476120844252465, 0.1433262551111671, 0.12285107580957179, 0.10333567053773876, 0.06334508596431045, 0.023354501390882135]","[0.14831151760369748, 0.490916776820371, 0.7551261131359794, 0.3978216183753563, 0.0923413514940429, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.17073312957616774, 0.4420118006097088, 0.6404313836306604, 0.4126253017779644, 0.33758044112499735, 0.2445636720955916, 0.14037517623758883, 0.03982963478021551, 0.0004857272534172624, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.07070888260031175, 0.4305884845053666, 0.6684646097850281, 0.5284773711110005, 0.28222244760413445, 0.06171700157599464, 0.0014305265265959024, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.1894671949657551, 0.7290106758247186, 0.6384855518474267, 0.1580324744954621, 0.002748390860790645, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
1549,vehicle,995,2675,8025,triangles,"[[-0.1111370535, -0.4588427181, -0.1724312283], [0.1009363018, 0.5411572819, 0.1910460273]]","[-2.1901560921884874e-12, 2.3432531706326705e-12, -5.792862143712186e-13]",1.0849381656881223,1.1030895728256058,0.06337933583818213,0.04459709202056647,5.967148997838925,1.020899833630398,50.15698493674438,"[0.5293128460028361, 0.49670565513065185, 0.31119289929472965, 0.2510437122489528, 0.24217962152641725, 0.2567420562848685, 0.26022437764015033, 0.22033596938874042, 0.1769652397820487, 0.11681605273627185, 0.10605251400176442, 0.10130389397183467, 0.07344532312958013, 0.023426525480986768]","[0.04816155709832079, 0.21520076041467986, 0.8141677310881624, 0.5297771280815287, 0.08852229861029386, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.4053786035073434, 0.5723140160075724, 0.3552728009620258, 0.15736747030564574, 0.39656602517022727, 0.39656602517022727, 0.20445181742109494, 0.028452038631260747, 0.001510727714934199, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.1955928629123009, 0.584442517627201, 0.5706384610698725, 0.46232970962006414, 0.2828769743747935, 0.027820483215539, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.34191561003070703, 0.8039366055810069, 0.48477076216682435, 0.04215397931885429, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
1550,vehicle,1031,1869,5607,triangles,"[[-0.1053444775, -0.5029339472, -0.2234253124], [0.1489406164, 0.4970660528, 0.2261029105]]","[-1.1507705326809692e-12, 6.499755274885929e-12, 4.6287592445746336e-12]",1.125493905875711,1.4453241391889422,0.11393139607109898,0.07726838493907308,4.471360907271518,1.0011084540511932,25.90944034319652,"[0.35786512588388253, 0.43970871969589154, 0.4538307515693363, 0.3530507968361173, 0.30266081946950785, 0.27987299531008575, 0.2509870210234943, 0.2076580595936072, 0.16882247194163427, 0.1489232452108713, 0.11875344984487582, 0.07028920409737245, 0.04557564831884423, 0.011554389714636567]","[0.0, 0.33146908521981444, 0.7253323511868881, 0.6022394837344148, 0.03645312190396936, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.19170722571087725, 0.3419081508618893, 0.49210907601290144, 0.5349124484652623, 0.38263620828625705, 0.34294580837588595, 0.212719790369309, 0.09364859063819579, 0.0015564862709949439, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.06182787606083348, 0.34954831358678357, 0.568816459759668, 0.5434228678061114, 0.4535516336748285, 0.22213872613285174, 0.008832553722976212, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.14544763559759566, 0.6067192986765303, 0.7152221587709142, 0.31474796605891536, 0.011298644935448243, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
1551,vehicle,1061,1913,5739,triangles,"[[-0.4648405875, -0.2356276032, -0.1028307532], [0.5351594125, 0.2345049825, 0.1482846276]]","[4.0964923184399624e-13, -8.962235041543413e-12, -8.395742594437001e-13]",1.1331741183998587,2.3559949930739172,0.10944597258884733,0.07838314725998026,18.820247101794862,1.0544136681930014,28.489124720338932,"[0.3505875747047214, 0.514515280868025, 0.4261480017643691, 0.3374605513596131, 0.289755027495683, 0.2625404669021658, 0.22411991077014154, 0.20330877619862842, 0.16776976177650596, 0.1325509186554837, 0.12422646482687846, 0.0861260799959544, 0.056350148993635586, 0.02625404669021658]","[0.15349592324659228, 0.44923775797387755, 0.5184539320589868, 0.7068439595964194, 0.07875008236129517, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.18467069821648543, 0.4109430372399813, 0.5382846450760743, 0.5240792067517293, 0.33154478374855284, 0.2803037383643082, 0.20014447924836126, 0.06367080391804648, 0.003044022498073936, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.0718218919534021, 0.40018126025533324, 0.6724163357433783, 0.5104945254412473, 0.2980393480461536, 0.1812750147207125, 0.016127670348817836, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.171562587723736, 0.695316666506361, 0.6688151285652961, 0.19928459122787628, 0.008543258941527505, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
1552,vehicle,1011,1994,5982,triangles,"[[-0.5079628535, -0.2048481958, -0.1322287594], [0.4920371465, 0.2081268231, 0.1818453294]]","[9.286778724082996e-13, -5.9697703821440105e-12, -1.5802339668371928e-12]",1.1265837294631083,1.3999467777417163,0.12940343784055683,0.08071799532884567,3.7234152011083808,1.0097922255096183,17.160096728251325,"[0.33850186046227354, 0.42553602003084673, 0.465359768320526, 0.3507059123574979, 0.3092763677658154, 0.2839047861941649, 0.25949668240371637, 0.22673843784285116, 0.17663759322035147, 0.14355818939908566, 0.10919414853621728, 0.0616625779969227, 0.04431997793528819, 0.01670028154083323]","[0.0, 0.29486131151629863, 0.8634429348552745, 0.40867300911504245, 0.02257159365785143, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.2298042373064819, 0.31692782177981843, 0.5949656957077707, 0.3931925247101014, 0.4154153520540249, 0.369959568850545, 0.16465094804816063, 0.040152608496407276, 0.00025253212890822185, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.08002742051862187, 0.39839737606009584, 0.5449693364664848, 0.49386486955921266, 0.5260498104199628, 0.13134935324252067, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.1722320518361806, 0.6279369416310644, 0.6927515404193099, 0.30950791556184676, 0.018206347974226277, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
1553,vehicle,975,1530,4590,triangles,"[[-0.4670553275, -0.2409903062, -0.1249393191], [0.5329446725, 0.2305586342, 0.1688155107]]","[3.225615308671339e-11, 1.5285735043826478e-11, 6.3883966202929604e-12]",1.1439625445018686,0.8937698607128858,0.1369460115103808,0.08871396596704842,0.8021226008210238,1.0208878386520763,18.00775491534879,"[0.3469538174199493, 0.373519469491772, 0.47562119251480134, 0.3578361327264791, 0.3239089144178863, 0.3101459862360986, 0.2675769293017321, 0.22148712329760603, 0.17059629583471678, 0.14595105234639935, 0.09121940771649958, 0.05889252989416114, 0.04000851215635947, 0.016963609154296413]","[0.0, 0.29410138149221116, 0.6566436737706434, 0.680872109888763, 0.13688182157244222, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.1898534761488227, 0.2944251769152865, 0.3243753242221864, 0.6568727222903117, 0.36168610095196835, 0.3776764338361607, 0.24442365980122494, 0.08578940499773004, 0.003045777692227102, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.08508317788703862, 0.3202179385150774, 0.539630807577033, 0.5139671316382795, 0.4577844897183056, 0.3511993130717708, 0.044160018957674935, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.16294283657369268, 0.5507926870096654, 0.6789284857237196, 0.4523002447145343, 0.06751035365083746, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
1554,vehicle,985,2099,6297,triangles,"[[-0.3970508045, -0.4907724122, -0.1368193293], [0.3926787697, 0.5092275878, 0.163295124]]","[5.400741072012619e-12, -1.5940390102142326e-12, -1.1713857673121068e-12]",1.3090994940972482,0.9145379111674201,0.11566328577735364,0.07880384050806474,1.0890755295277614,1.0417439122503138,18.340299931919052,"[0.38645704166907646, 0.38837177515381177, 0.4627272588110329, 0.3315680151066643, 0.3105059467745759, 0.29837930137125224, 0.2827423112459139, 0.2281724069309576, 0.16849654665670716, 0.12030908729086856, 0.09797052996895662, 0.0670156719657358, 0.033826958230323785, 0.0146796233829707]","[0.0, 0.3014463439725824, 0.8608279139249853, 0.4011593227059954, 0.08471482821318063, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.273844134026692, 0.2615224053147472, 0.5647878099393483, 0.43880442045599405, 0.4576642093008076, 0.33520131373515194, 0.15037538305597964, 0.024140529721361277, 0.00829830709171794, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.10922068975000718, 0.4172053472839343, 0.5299635492525652, 0.4245014662348457, 0.5735191684443697, 0.1549872540784515, 0.001547661595647875, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.21109167419097352, 0.6145894317812568, 0.6872967306042652, 0.3243152540374904, 0.012765403610146515, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
1555,vehicle,1097,1821,5463,triangles,"[[-0.4567837453, -0.1844942182, -0.2027007865], [0.5432162547, 0.1805896326, 0.2548701459]]","[-3.068386440022236e-11, 2.42338199722134e-12, 5.821518748459475e-12]",1.158730933518374,1.4562146593070038,0.13327435871324314,0.08038537975395135,4.225418086609249,1.0305544279921763,7.588586408088342,"[0.3443728724381388, 0.4727504576900079, 0.41818998395796353, 0.32768378635539586, 0.30874809253074514, 0.3045758210100594, 0.2705557609183141, 0.22016755870695548, 0.18422183483643215, 0.11746549050546022, 0.10013451649645788, 0.070607671888528, 0.05359764184265534, 0.016368142119613308]","[0.05259585630203221, 0.719630930206066, 0.4596420485525423, 0.5176909869460896, 0.009498917191671369, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.2468960770069709, 0.4464422214372624, 0.5889751817446135, 0.3845974115411914, 0.39112010633491767, 0.2981113102021547, 0.05532211510234475, 0.004348463195817491, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.1006748377705652, 0.47022766762366236, 0.602607873526471, 0.5628732238542439, 0.29687753796555216, 0.025528997716871338, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.22646950206292324, 0.7360258817045006, 0.6000366791208307, 0.21625687420090853, 0.01290016150991335, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
1556,vehicle,974,1326,3978,triangles,"[[-0.4207712299, -0.1943908954, -0.1841291043], [0.5792287701, 0.1992170161, 0.1532738217]]","[1.0927933384061985e-11, -5.757408820866207e-12, -6.042636642526824e-12]",1.1263959883046253,1.779685993696849,0.11441340623414802,0.08376263046572059,7.103578094309553,1.0224504818900189,21.461408666541665,"[0.3933477236417809, 0.5276383508415172, 0.42541238876512216, 0.3130273248674705, 0.26254928769310154, 0.2425485559825025, 0.22794484711444607, 0.19715006971876184, 0.15968838175287794, 0.13429062719973633, 0.1111151761699946, 0.09651146730193817, 0.059684723199882814, 0.023810394893570272]","[0.07152678144909368, 0.7229851777525496, 0.5810609850877689, 0.30888275883674404, 0.19782801921841436, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.1864803698086522, 0.399915852204626, 0.6398163542317883, 0.47220456323426124, 0.285724193425609, 0.22617789925543494, 0.19579213597518147, 0.04263808718358145, 0.0017153253464659204, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.08348820340948461, 0.4534273116204767, 0.6327418765787787, 0.5613861953396379, 0.2601295007709311, 0.06518660216947443, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.20393270251783968, 0.7300893314783682, 0.6386358563341568, 0.1323083920777937, 0.00444446795093364, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
